-43.008, -22.291, 118.013
-43.129, -21.298, 118.013
-43.24, -20.305, 118.013
-43.338, -19.309, 118.013
-43.423, -18.313, 118.013
-43.498, -17.316, 118.013
-43.564, -16.318, 117.107
-43.617, -15.32, 116.018
-43.659, -14.32, 114.918
-43.693, -13.321, 113.807
-43.718, -12.321, 112.686
-43.729, -11.321, 111.553
-43.733, -10.321, 110.409
-43.728, -9.321, 109.253
-43.714, -8.322, 108.084
-43.689, -7.322, 106.903
-43.656, -6.322, 105.708
-43.616, -5.323, 104.5
-43.564, -4.325, 103.277
-43.504, -3.326, 102.04
-43.437, -2.329, 100.788
-43.361, -1.332, 99.52
-43.275, -0.335, 98.235
-43.181, 0.66, 96.934
-43.08, 1.655, 95.615
-42.969, 2.649, 94.277
-42.849, 3.642, 92.92
-42.722, 4.634, 91.543
-42.587, 5.624, 90.145
-42.442, 6.614, 88.725
-42.288, 7.602, 87.282
-42.126, 8.589, 85.815
-41.955, 9.574, 84.322
-41.776, 10.558, 82.802
-41.586, 11.54, 81.254
-41.387, 12.52, 79.676
-41.179, 13.498, 78.065
-40.962, 14.474, 76.421
-40.734, 15.448, 74.741
-40.495, 16.419, 73.022
-40.245, 17.387, 71.262
-39.985, 18.352, 69.457
-39.712, 19.314, 67.603
-39.428, 20.273, 65.698
-39.131, 21.228, 63.736
-38.82, 22.178, 61.711
-38.494, 23.124, 59.618
-38.152, 24.064, 57.448
-37.793, 24.997, 55.193
-37.416, 25.923, 52.842
-37.018, 26.84, 50.381
-36.598, 27.748, 47.794
-36.153, 28.643, 45.059
-35.679, 29.524, 42.147
-35.172, 30.385, 39.018
-34.624, 31.222, 35.615
-34.033, 32.028, 31.851
-33.38, 32.785, 27.578
-32.658, 33.476, 22.512
-31.85, 34.062, 15.912
-30.944, 34.476, 0
-29.963, 34.661, 61.554
-28.965, 34.718, 59.456
-27.967, 34.663, 57.282
-26.985, 34.481, 55.023
-26.039, 34.161, 54.188
-25.148, 33.709, 58.572
-24.328, 33.139, 66.709
-23.582, 32.473, 76.532
-22.907, 31.735, 76.712
-22.295, 30.945, 75.039
-21.736, 30.116, 73.327
-21.218, 29.261, 71.575
-20.734, 28.386, 69.778
-20.277, 27.496, 67.933
-19.838, 26.598, 66.037
-19.413, 25.693, 64.085
-18.996, 24.784, 62.072
-18.584, 23.873, 59.991
-18.171, 22.962, 57.835
-17.755, 22.053, 55.596
-17.331, 21.147, 53.263
-16.897, 20.246, 50.823
-16.45, 19.352, 48.259
-15.985, 18.466, 45.552
-15.502, 17.591, 42.673
-14.996, 16.728, 39.585
-14.466, 15.88, 36.235
-13.91, 15.049, 32.542
-13.324, 14.239, 28.373
-12.706, 13.453, 23.474
-12.055, 12.694, 17.235
-11.252, 11.843, 0
-11.252, 11.843, 0
2.478, -2.699, 0
endData
127
127
200
-58.145, -20.566, -46.565, -26.28, -46.565, -26.28, -34.986, -31.994
-34.986, -31.994, -25.259, -21.483, -20.176, -20.369, -13.587, -13.349
-13.587, -13.349, -6.998, -6.328, -44.336, -41.94, -38.767, -63.747
-38.767, -63.747, -40.649, -44.136, -48.101, -51.706, -54.376, -47
-54.376, -47, -43.591, -47.196, -43.591, -47.196, -32.805, -47.392
-32.805, -47.392, -52.817, -27.016, -41.261, 32.942, -30.454, 34.598
-30.454, 34.598, -19.646, 36.254, -20.055, 20.646, -11.252, 11.843
#PATH.JERRYIO-DATA {"appVersion":"0.10.0","format":"LemLib v0.5","gc":{"robotWidth":18,"robotHeight":18,"robotIsHolonomic":true,"showRobot":true,"uol":2.54,"pointDensity":1,"controlMagnetDistance":0.7750015500031,"fieldImage":{"displayName":"V5RC 2026 - Push Back","signature":"V5RC-PushBack-H2H-TopDownHighlighted-TileColor66_71","origin":{"__type":"built-in"}},"coordinateSystem":"VEX Gaming Positioning System"},"paths":[{"segments":[{"controls":[{"uid":"XfeE2aH1Iv","x":-58.1449162706052,"y":-20.566041655814495,"lock":false,"visible":true,"heading":120,"__type":"end-point"},{"uid":"hiapuP661n","x":-34.98567886960097,"y":-31.99383847114205,"lock":false,"visible":true,"heading":50,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"1F93euemsM"},{"controls":[{"uid":"hiapuP661n","x":-34.98567886960097,"y":-31.99383847114205,"lock":false,"visible":true,"heading":50,"__type":"end-point"},{"uid":"t2fxheL89z","x":-25.25905977168818,"y":-21.482814607268523,"lock":false,"visible":true,"__type":"control"},{"uid":"DL36tYAAWg","x":-20.176266537810353,"y":-20.368982639021276,"lock":false,"visible":true,"__type":"control"},{"uid":"QVbsKv0y0z","x":-13.587266503740409,"y":-13.348559983672937,"lock":false,"visible":true,"heading":40,"__type":"end-point"}],"speedProfiles":[{"uid":"cA3aVSsmzI","xPos":0.5555555555555556,"yPos":0,"followBentRate":true}],"lookaheadKeyframes":[],"uid":"5QMuaPDGtU"},{"controls":[{"uid":"QVbsKv0y0z","x":-13.587266503740409,"y":-13.348559983672937,"lock":false,"visible":true,"heading":40,"__type":"end-point"},{"uid":"2ZJTX3KcyK","x":-6.998266469670465,"y":-6.328137328324598,"lock":false,"visible":true,"__type":"control"},{"uid":"fZuUBX8ZPs","x":-44.33593332940017,"y":-41.9401137029408,"lock":false,"visible":true,"__type":"control"},{"uid":"KRdd0xBVRV","x":-38.76665949107914,"y":-63.7465661966485,"lock":true,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[{"uid":"NEmGHGndEj","xPos":0.2,"yPos":0,"followBentRate":true},{"uid":"a7M14YhE6O","xPos":0.6666666666666666,"yPos":0.9292385057471264,"followBentRate":true}],"lookaheadKeyframes":[],"uid":"KzJLE2OFhG"},{"controls":[{"uid":"KRdd0xBVRV","x":-38.76665949107914,"y":-63.7465661966485,"lock":true,"visible":true,"heading":0,"__type":"end-point"},{"uid":"iN4dECgxKN","x":-40.649230929384835,"y":-44.13644704763078,"lock":false,"visible":true,"__type":"control"},{"uid":"ClQybM4QgQ","x":-48.10107620601155,"y":-51.70595303915156,"lock":false,"visible":true,"__type":"control"},{"uid":"GXEAeSqwT3","x":-54.37631433369722,"y":-46.999524443387315,"lock":true,"visible":true,"heading":270,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"MXNfXdhcH4"},{"controls":[{"uid":"GXEAeSqwT3","x":-54.37631433369722,"y":-46.999524443387315,"lock":true,"visible":true,"heading":270,"__type":"end-point"},{"uid":"EcYn7Ts0Xp","x":-32.80518326977774,"y":-47.39172682636767,"lock":true,"visible":true,"heading":270,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"oIlJghndd3"},{"controls":[{"uid":"EcYn7Ts0Xp","x":-32.80518326977774,"y":-47.39172682636767,"lock":true,"visible":true,"heading":270,"__type":"end-point"},{"uid":"yTp8mPFRvy","x":-52.816753097226425,"y":-27.01604488534376,"lock":false,"visible":true,"__type":"control"},{"uid":"0yuCrTWhV9","x":-41.26091699728659,"y":32.941802737638604,"lock":false,"visible":true,"__type":"control"},{"uid":"LjHsd77yK1","x":-30.453562444050217,"y":34.59776835466676,"lock":false,"visible":true,"heading":150,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"PyDq49XQnw"},{"controls":[{"uid":"LjHsd77yK1","x":-30.453562444050217,"y":34.59776835466676,"lock":false,"visible":true,"heading":150,"__type":"end-point"},{"uid":"RUlpedxGA4","x":-19.64620789081384,"y":36.25373397169492,"lock":false,"visible":true,"__type":"control"},{"uid":"vtdxvNJNw2","x":-20.0549398393052,"y":20.64596406008964,"lock":false,"visible":true,"__type":"control"},{"uid":"7MY0eWgb4m","x":-11.252175243523913,"y":11.843199464308357,"lock":false,"visible":true,"heading":137.49999795109036,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"vd7eQurCkt"}],"pc":{"speedLimit":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":127,"label":"127"},"step":1,"from":0,"to":127},"bentRateApplicableRange":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":1,"label":"1"},"step":0.001,"from":0,"to":0.1},"maxDecelerationRate":127},"name":"Red Right","uid":"54CACjusYN","lock":false,"visible":true}]}
